Day: 1.Jan.1650, FoolMoon: false, citizens: 49, action: Alissa Kuphal (Werewolf) go out from village
Day: 9.Mar.1654, FoolMoon: false, citizens: 27, action: Jonah Kuvalis (Vampire) come to village
Day: 10.Mar.1654, FoolMoon: false, citizens: 27, action: Kelle Hoeger (Vampire) drink tea with Domingo Walsh (Vampire)
Day: 11.Mar.1654, FoolMoon: false, citizens: 26, action: Kelle Hoeger (Vampire) go out from village
Day: 12.Mar.1654, FoolMoon: false, citizens: 26, action: Sleeping....
Day: 13.Mar.1654, FoolMoon: false, citizens: 25, action: Jonah Kuvalis (Vampire) go out from village
Day: 14.Mar.1654, FoolMoon: false, citizens: 25, action: Danial Mayert (Peasant) drink tea with Ruben Mann (Vampire)
Day: 15.Mar.1654, FoolMoon: false, citizens: 25, action: Warner Walsh (Vampire) drink tea with Wilber Wilderman (Vampire)
Day: 16.Mar.1654, FoolMoon: false, citizens: 24, action: Warner Walsh (Vampire) go out from village
Day: 17.Mar.1654, FoolMoon: false, citizens: 23, action: Jeffrey Witting (Werewolf) go out from village
Day: 18.Mar.1654, FoolMoon: false, citizens: 22, action: Vallie Wisozk (Werewolf) go out from village
Day: 19.Mar.1654, FoolMoon: false, citizens: 23, action: Ivette Koelpin (Werewolf) come to village
Day: 20.Mar.1654, FoolMoon: false, citizens: 22, action: Richie Nolan (Vampire) go out from village
Day: 21.Mar.1654, FoolMoon: true, citizens: 23, action: Carlos Thompson (Werewolf) come to village
Day: 22.Mar.1654, FoolMoon: false, citizens: 24, action: Nieves Balistreri (Witch) come to village
Day: 23.Mar.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 24.Mar.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 25.Mar.1654, FoolMoon: false, citizens: 25, action: Cruz Ryan (Werewolf) come to village
Day: 26.Mar.1654, FoolMoon: false, citizens: 24, action: Zachary Stracke (Vampire) go out from village
Day: 27.Mar.1654, FoolMoon: false, citizens: 25, action: Mohammed Stracke (Peasant) come to village
Day: 28.Mar.1654, FoolMoon: false, citizens: 25, action: Venessa Koch (Werewolf) drink tea with Hans Abernathy (Vampire)
Day: 29.Mar.1654, FoolMoon: false, citizens: 25, action: Sleeping....
Day: 30.Mar.1654, FoolMoon: false, citizens: 24, action: Ruben Mann (Vampire) go out from village
Day: 31.Mar.1654, FoolMoon: false, citizens: 23, action: Darcey Friesen (Peasant) go out from village
Day: 1.Apr.1654, FoolMoon: false, citizens: 23, action: Chi Kub (Vampire) drink tea with Ivette Koelpin (Werewolf)
Day: 2.Apr.1654, FoolMoon: false, citizens: 22, action: Wilber Wilderman (Vampire) go out from village
Day: 3.Apr.1654, FoolMoon: false, citizens: 23, action: Burma Koch (Vampire) come to village
Day: 4.Apr.1654, FoolMoon: false, citizens: 24, action: Hulda Effertz (Vampire) come to village
Day: 5.Apr.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 6.Apr.1654, FoolMoon: false, citizens: 23, action: Hans Abernathy (Vampire) go out from village
Day: 7.Apr.1654, FoolMoon: false, citizens: 22, action: Mohammed Stracke (Peasant) go out from village
Day: 8.Apr.1654, FoolMoon: false, citizens: 23, action: Oliver Kshlerin (Werewolf) come to village
Day: 9.Apr.1654, FoolMoon: false, citizens: 23, action: Chi Kub (Vampire) drink tea with Ivette Koelpin (Werewolf)
Day: 10.Apr.1654, FoolMoon: false, citizens: 24, action: Wilburn Lakin (Vampire) come to village
Day: 11.Apr.1654, FoolMoon: false, citizens: 23, action: Joyce Moore (Peasant) go out from village
Day: 12.Apr.1654, FoolMoon: false, citizens: 23, action: Susannah Satterfield (Vampire) drink tea with Chi Kub (Vampire)
Day: 13.Apr.1654, FoolMoon: false, citizens: 23, action: Oliver Kshlerin (Werewolf) drink tea with Venessa Koch (Werewolf)
Day: 14.Apr.1654, FoolMoon: false, citizens: 23, action: Sleeping....
Day: 15.Apr.1654, FoolMoon: false, citizens: 24, action: Granville Fay (Peasant) come to village
Day: 16.Apr.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 17.Apr.1654, FoolMoon: false, citizens: 25, action: Mathew Schamberger (Peasant) come to village
Day: 18.Apr.1654, FoolMoon: true, citizens: 24, action: Granville Fay (Peasant) go out from village
Day: 19.Apr.1654, FoolMoon: false, citizens: 23, action: Danial Mayert (Peasant) go out from village
Day: 20.Apr.1654, FoolMoon: false, citizens: 22, action: Mathew Schamberger (Peasant) go out from village
Day: 21.Apr.1654, FoolMoon: false, citizens: 23, action: Oscar Skiles (Vampire) come to village
Day: 22.Apr.1654, FoolMoon: false, citizens: 22, action: Nieves Balistreri (Witch) go out from village
Day: 23.Apr.1654, FoolMoon: false, citizens: 23, action: Shantell Jaskolski (Witch) come to village
Day: 24.Apr.1654, FoolMoon: false, citizens: 22, action: Domingo Walsh (Vampire) go out from village
Day: 25.Apr.1654, FoolMoon: false, citizens: 21, action: Jewel Haag (Vampire) go out from village
Day: 26.Apr.1654, FoolMoon: false, citizens: 22, action: Fidel Farrell (Vampire) come to village
Day: 27.Apr.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 28.Apr.1654, FoolMoon: false, citizens: 21, action: Burma Koch (Vampire) go out from village
Day: 29.Apr.1654, FoolMoon: false, citizens: 22, action: Margarita Schaefer (Peasant) come to village
Day: 30.Apr.1654, FoolMoon: false, citizens: 22, action: Susannah Satterfield (Vampire) drink tea with Hulda Effertz (Vampire)
Day: 1.May.1654, FoolMoon: false, citizens: 21, action: Oliver Kshlerin (Werewolf) go out from village
Day: 2.May.1654, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 3.May.1654, FoolMoon: false, citizens: 21, action: MurderException Oswaldo Maggio (Witch) turned into a vampire by Chi Kub (Vampire)
Day: 4.May.1654, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 5.May.1654, FoolMoon: false, citizens: 20, action: Ivette Koelpin (Werewolf) go out from village
Day: 6.May.1654, FoolMoon: false, citizens: 20, action: Sleeping....
Day: 7.May.1654, FoolMoon: false, citizens: 20, action: Sleeping....
Day: 8.May.1654, FoolMoon: false, citizens: 20, action: Sleeping....
Day: 9.May.1654, FoolMoon: false, citizens: 19, action: Margarita Schaefer (Peasant) go out from village
Day: 10.May.1654, FoolMoon: false, citizens: 20, action: Krissy Rogahn (Werewolf) come to village
Day: 11.May.1654, FoolMoon: false, citizens: 20, action: Oscar Skiles (Vampire) drink tea with Fidel Farrell (Vampire)
Day: 12.May.1654, FoolMoon: false, citizens: 20, action: Dion Beier (Peasant) drink tea with Oscar Skiles (Vampire)
Day: 13.May.1654, FoolMoon: false, citizens: 21, action: Juliane Ankunding (Vampire) come to village
Day: 14.May.1654, FoolMoon: false, citizens: 22, action: Enrique Balistreri (Werewolf) come to village
Day: 15.May.1654, FoolMoon: false, citizens: 23, action: Latia Walker (Vampire) come to village
Day: 16.May.1654, FoolMoon: true, citizens: 22, action: Carlos Thompson (Werewolf) go out from village
Day: 17.May.1654, FoolMoon: false, citizens: 22, action: MurderException Shantell Jaskolski (Witch) turned into a vampire by Taryn Miller (Vampire)
Day: 18.May.1654, FoolMoon: false, citizens: 23, action: Orpha Mante (Witch) come to village
Day: 19.May.1654, FoolMoon: false, citizens: 23, action: Iris Gleason (Vampire) drink tea with Cruz Ryan (Werewolf)
Day: 20.May.1654, FoolMoon: false, citizens: 24, action: Ciara Kshlerin (Werewolf) come to village
Day: 21.May.1654, FoolMoon: false, citizens: 24, action: MurderException Nicholas Dicki (Witch) turned into a vampire by Latia Walker (Vampire)
Day: 22.May.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 23.May.1654, FoolMoon: false, citizens: 25, action: Jillian Bradtke (Vampire) come to village
Day: 24.May.1654, FoolMoon: false, citizens: 24, action: Dion Beier (Peasant) go out from village
Day: 25.May.1654, FoolMoon: false, citizens: 24, action: Enrique Balistreri (Werewolf) drink tea with Wilburn Lakin (Vampire)
Day: 26.May.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 27.May.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 28.May.1654, FoolMoon: false, citizens: 23, action: Ferdinand Collins (Witch) go out from village
Day: 29.May.1654, FoolMoon: false, citizens: 22, action: Juliane Ankunding (Vampire) go out from village
Day: 30.May.1654, FoolMoon: false, citizens: 22, action: Hulda Effertz (Vampire) drink tea with Chi Kub (Vampire)
Day: 31.May.1654, FoolMoon: false, citizens: 21, action: Cruz Ryan (Werewolf) go out from village
Day: 1.Jun.1654, FoolMoon: false, citizens: 21, action: Nicholas Dicki (Vampire) drink tea with Hulda Effertz (Vampire)
Day: 2.Jun.1654, FoolMoon: false, citizens: 21, action: Demarcus Sipes (Vampire) drink tea with Susannah Satterfield (Vampire)
Day: 3.Jun.1654, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 4.Jun.1654, FoolMoon: false, citizens: 20, action: Hulda Effertz (Vampire) go out from village
Day: 5.Jun.1654, FoolMoon: false, citizens: 19, action: Iris Gleason (Vampire) go out from village
Day: 6.Jun.1654, FoolMoon: false, citizens: 20, action: Brain Heidenreich (Witch) come to village
Day: 7.Jun.1654, FoolMoon: false, citizens: 21, action: Vince Blanda (Witch) come to village
Day: 8.Jun.1654, FoolMoon: false, citizens: 22, action: Amina Schinner (Werewolf) come to village
Day: 9.Jun.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 10.Jun.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 11.Jun.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 12.Jun.1654, FoolMoon: false, citizens: 21, action: MurderException Venessa Koch (Werewolf) has been killed by Taryn Miller (Vampire)
Day: 13.Jun.1654, FoolMoon: true, citizens: 20, action: Orpha Mante (Witch) go out from village
Day: 14.Jun.1654, FoolMoon: false, citizens: 21, action: Danilo Schuster (Witch) come to village
Day: 15.Jun.1654, FoolMoon: false, citizens: 21, action: Jillian Bradtke (Vampire) drink tea with Latia Walker (Vampire)
Day: 16.Jun.1654, FoolMoon: false, citizens: 20, action: Demarcus Sipes (Vampire) go out from village
Day: 17.Jun.1654, FoolMoon: false, citizens: 21, action: Laura Russel (Werewolf) come to village
Day: 18.Jun.1654, FoolMoon: false, citizens: 20, action: Chi Kub (Vampire) go out from village
Day: 19.Jun.1654, FoolMoon: false, citizens: 19, action: Jillian Bradtke (Vampire) go out from village
Day: 20.Jun.1654, FoolMoon: false, citizens: 19, action: Susannah Satterfield (Vampire) drink tea with Wilburn Lakin (Vampire)
Day: 21.Jun.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 22.Jun.1654, FoolMoon: false, citizens: 20, action: Lenard Hand (Peasant) come to village
Day: 23.Jun.1654, FoolMoon: false, citizens: 20, action: Sleeping....
Day: 24.Jun.1654, FoolMoon: false, citizens: 19, action: Ciara Kshlerin (Werewolf) go out from village
Day: 25.Jun.1654, FoolMoon: false, citizens: 18, action: Nicholas Dicki (Vampire) go out from village
Day: 26.Jun.1654, FoolMoon: false, citizens: 18, action: Laura Russel (Werewolf) drink tea with Lenard Hand (Peasant)
Day: 27.Jun.1654, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 28.Jun.1654, FoolMoon: false, citizens: 17, action: Shantell Jaskolski (Vampire) go out from village
Day: 29.Jun.1654, FoolMoon: false, citizens: 17, action: Taryn Miller (Vampire) drink tea with Fidel Farrell (Vampire)
Day: 30.Jun.1654, FoolMoon: false, citizens: 18, action: Lise Abbott (Peasant) come to village
Day: 1.Jul.1654, FoolMoon: false, citizens: 19, action: Heriberto Stiedemann (Vampire) come to village
Day: 2.Jul.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 3.Jul.1654, FoolMoon: false, citizens: 19, action: Taryn Miller (Vampire) drink tea with Taryn Miller (Vampire)
Day: 4.Jul.1654, FoolMoon: false, citizens: 19, action: Lenard Hand (Peasant) drink tea with Brain Heidenreich (Witch)
Day: 5.Jul.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 6.Jul.1654, FoolMoon: false, citizens: 19, action: Karri Gerlach (Peasant) drink tea with Susannah Satterfield (Vampire)
Day: 7.Jul.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 8.Jul.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 9.Jul.1654, FoolMoon: false, citizens: 19, action: Lenard Hand (Peasant) drink tea with Lise Abbott (Peasant)
Day: 10.Jul.1654, FoolMoon: false, citizens: 20, action: Josef Bauch (Peasant) come to village
Day: 11.Jul.1654, FoolMoon: true, citizens: 19, action: MurderException Oswaldo Maggio (Vampire) has been killed by Krissy Rogahn (Werewolf)
Day: 12.Jul.1654, FoolMoon: false, citizens: 19, action: Susannah Satterfield (Vampire) drink tea with Patti Green (Peasant)
Day: 13.Jul.1654, FoolMoon: false, citizens: 18, action: Lenard Hand (Peasant) go out from village
Day: 14.Jul.1654, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 15.Jul.1654, FoolMoon: false, citizens: 18, action: Fidel Farrell (Vampire) drink tea with Heriberto Stiedemann (Vampire)
Day: 16.Jul.1654, FoolMoon: false, citizens: 19, action: German Kessler (Peasant) come to village
Day: 17.Jul.1654, FoolMoon: false, citizens: 20, action: Shirl Zemlak (Witch) come to village
Day: 18.Jul.1654, FoolMoon: false, citizens: 20, action: Sleeping....
Day: 19.Jul.1654, FoolMoon: false, citizens: 19, action: Vince Blanda (Witch) go out from village
Day: 20.Jul.1654, FoolMoon: false, citizens: 19, action: Josef Bauch (Peasant) drink tea with Shirl Zemlak (Witch)
Day: 21.Jul.1654, FoolMoon: false, citizens: 20, action: Tawnya Bahringer (Vampire) come to village
Day: 22.Jul.1654, FoolMoon: false, citizens: 19, action: Tawnya Bahringer (Vampire) go out from village
Day: 23.Jul.1654, FoolMoon: false, citizens: 20, action: Cheryle Donnelly (Vampire) come to village
Day: 24.Jul.1654, FoolMoon: false, citizens: 19, action: Oscar Skiles (Vampire) go out from village
Day: 25.Jul.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 26.Jul.1654, FoolMoon: false, citizens: 19, action: MurderException Brain Heidenreich (Witch) turned into a vampire by Wilburn Lakin (Vampire)
Day: 27.Jul.1654, FoolMoon: false, citizens: 18, action: Karri Gerlach (Peasant) go out from village
Day: 28.Jul.1654, FoolMoon: false, citizens: 17, action: Susannah Satterfield (Vampire) go out from village
Day: 29.Jul.1654, FoolMoon: false, citizens: 17, action: Enrique Balistreri (Werewolf) drink tea with Cheryle Donnelly (Vampire)
Day: 30.Jul.1654, FoolMoon: false, citizens: 17, action: MurderException Shirl Zemlak (Witch) turned into a vampire by Fidel Farrell (Vampire)
Day: 31.Jul.1654, FoolMoon: false, citizens: 17, action: Patti Green (Peasant) drink tea with Latia Walker (Vampire)
Day: 1.Aug.1654, FoolMoon: false, citizens: 17, action: MurderException Danilo Schuster (Witch) turned into a vampire by Wilburn Lakin (Vampire)
Day: 2.Aug.1654, FoolMoon: false, citizens: 17, action: Danilo Schuster (Vampire) drink tea with Enrique Balistreri (Werewolf)
Day: 3.Aug.1654, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 4.Aug.1654, FoolMoon: false, citizens: 18, action: Christina Hoeger (Witch) come to village
Day: 5.Aug.1654, FoolMoon: false, citizens: 18, action: Wilburn Lakin (Vampire) drink tea with Latia Walker (Vampire)
Day: 6.Aug.1654, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 7.Aug.1654, FoolMoon: false, citizens: 19, action: Crysta Osinski (Witch) come to village
Day: 8.Aug.1654, FoolMoon: true, citizens: 19, action: Sleeping....
Day: 9.Aug.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 10.Aug.1654, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 11.Aug.1654, FoolMoon: false, citizens: 20, action: Kenny Hand (Peasant) come to village
Day: 12.Aug.1654, FoolMoon: false, citizens: 21, action: Melvin Conroy (Peasant) come to village
Day: 13.Aug.1654, FoolMoon: false, citizens: 22, action: Adolfo Abbott (Werewolf) come to village
Day: 14.Aug.1654, FoolMoon: false, citizens: 21, action: Patti Green (Peasant) go out from village
Day: 15.Aug.1654, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 16.Aug.1654, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 17.Aug.1654, FoolMoon: false, citizens: 21, action: Christina Hoeger (Witch) drink tea with Kenny Hand (Peasant)
Day: 18.Aug.1654, FoolMoon: false, citizens: 22, action: Emmett King (Vampire) come to village
Day: 19.Aug.1654, FoolMoon: false, citizens: 22, action: Adolfo Abbott (Werewolf) drink tea with Christina Hoeger (Witch)
Day: 20.Aug.1654, FoolMoon: false, citizens: 23, action: Jannie Nitzsche (Peasant) come to village
Day: 21.Aug.1654, FoolMoon: false, citizens: 23, action: Krissy Rogahn (Werewolf) drink tea with Kenny Hand (Peasant)
Day: 22.Aug.1654, FoolMoon: false, citizens: 24, action: Rafael Hilll (Vampire) come to village
Day: 23.Aug.1654, FoolMoon: false, citizens: 25, action: Giuseppe Von (Witch) come to village
Day: 24.Aug.1654, FoolMoon: false, citizens: 26, action: Cyrus Jacobson (Vampire) come to village
Day: 25.Aug.1654, FoolMoon: false, citizens: 26, action: Sleeping....
Day: 26.Aug.1654, FoolMoon: false, citizens: 25, action: Brain Heidenreich (Vampire) go out from village
Day: 27.Aug.1654, FoolMoon: false, citizens: 25, action: Heriberto Stiedemann (Vampire) drink tea with Fidel Farrell (Vampire)
Day: 28.Aug.1654, FoolMoon: false, citizens: 25, action: Taryn Miller (Vampire) drink tea with Krissy Rogahn (Werewolf)
Day: 29.Aug.1654, FoolMoon: false, citizens: 26, action: Alma MacGyver (Peasant) come to village
Day: 30.Aug.1654, FoolMoon: false, citizens: 26, action: Cyrus Jacobson (Vampire) drink tea with Kenny Hand (Peasant)
Day: 31.Aug.1654, FoolMoon: false, citizens: 25, action: Cyrus Jacobson (Vampire) go out from village
Day: 1.Sep.1654, FoolMoon: false, citizens: 25, action: Krissy Rogahn (Werewolf) drink tea with Rafael Hilll (Vampire)
Day: 2.Sep.1654, FoolMoon: false, citizens: 24, action: Amina Schinner (Werewolf) go out from village
Day: 3.Sep.1654, FoolMoon: false, citizens: 25, action: Rickie Waelchi (Werewolf) come to village
Day: 4.Sep.1654, FoolMoon: false, citizens: 25, action: Krissy Rogahn (Werewolf) drink tea with Adolfo Abbott (Werewolf)
Day: 5.Sep.1654, FoolMoon: true, citizens: 24, action: MurderException Rafael Hilll (Vampire) has been killed by Krissy Rogahn (Werewolf)
Day: 6.Sep.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 7.Sep.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 8.Sep.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 9.Sep.1654, FoolMoon: false, citizens: 25, action: Jame Wilkinson (Werewolf) come to village
Day: 10.Sep.1654, FoolMoon: false, citizens: 25, action: Danilo Schuster (Vampire) drink tea with Enrique Balistreri (Werewolf)
Day: 11.Sep.1654, FoolMoon: false, citizens: 25, action: MurderException Crysta Osinski (Witch) turned into a vampire by Taryn Miller (Vampire)
Day: 12.Sep.1654, FoolMoon: false, citizens: 24, action: Kenny Hand (Peasant) go out from village
Day: 13.Sep.1654, FoolMoon: false, citizens: 25, action: Reyes Jacobs (Vampire) come to village
Day: 14.Sep.1654, FoolMoon: false, citizens: 26, action: Titus Johnson (Peasant) come to village
Day: 15.Sep.1654, FoolMoon: false, citizens: 26, action: Sleeping....
Day: 16.Sep.1654, FoolMoon: false, citizens: 27, action: Allan Harris (Peasant) come to village
Day: 17.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 18.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 19.Sep.1654, FoolMoon: false, citizens: 26, action: Allan Harris (Peasant) go out from village
Day: 20.Sep.1654, FoolMoon: false, citizens: 27, action: Gonzalo Miller (Werewolf) come to village
Day: 21.Sep.1654, FoolMoon: false, citizens: 27, action: Danilo Schuster (Vampire) drink tea with Melvin Conroy (Peasant)
Day: 22.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 23.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 24.Sep.1654, FoolMoon: false, citizens: 27, action: Emmett King (Vampire) drink tea with Adolfo Abbott (Werewolf)
Day: 25.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 26.Sep.1654, FoolMoon: false, citizens: 27, action: Enrique Balistreri (Werewolf) drink tea with Taryn Miller (Vampire)
Day: 27.Sep.1654, FoolMoon: false, citizens: 27, action: Emmett King (Vampire) drink tea with Fidel Farrell (Vampire)
Day: 28.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 29.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 30.Sep.1654, FoolMoon: false, citizens: 27, action: Sleeping....
Day: 1.Oct.1654, FoolMoon: false, citizens: 28, action: Richard Hyatt (Vampire) come to village
Day: 2.Oct.1654, FoolMoon: false, citizens: 27, action: Wilburn Lakin (Vampire) go out from village
Day: 3.Oct.1654, FoolMoon: true, citizens: 27, action: Sleeping....
Day: 4.Oct.1654, FoolMoon: false, citizens: 26, action: Laura Russel (Werewolf) go out from village
Day: 5.Oct.1654, FoolMoon: false, citizens: 26, action: Sleeping....
Day: 6.Oct.1654, FoolMoon: false, citizens: 26, action: Sleeping....
Day: 7.Oct.1654, FoolMoon: false, citizens: 26, action: Reyes Jacobs (Vampire) drink tea with Jame Wilkinson (Werewolf)
Day: 8.Oct.1654, FoolMoon: false, citizens: 25, action: Emmett King (Vampire) go out from village
Day: 9.Oct.1654, FoolMoon: false, citizens: 25, action: Reyes Jacobs (Vampire) drink tea with Latia Walker (Vampire)
Day: 10.Oct.1654, FoolMoon: false, citizens: 26, action: Rocco Turner (Peasant) come to village
Day: 11.Oct.1654, FoolMoon: false, citizens: 25, action: Krissy Rogahn (Werewolf) go out from village
Day: 12.Oct.1654, FoolMoon: false, citizens: 24, action: Rocco Turner (Peasant) go out from village
Day: 13.Oct.1654, FoolMoon: false, citizens: 25, action: Harold Thompson (Witch) come to village
Day: 14.Oct.1654, FoolMoon: false, citizens: 24, action: Jame Wilkinson (Werewolf) go out from village
Day: 15.Oct.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 16.Oct.1654, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 17.Oct.1654, FoolMoon: false, citizens: 23, action: Gonzalo Miller (Werewolf) go out from village
Day: 18.Oct.1654, FoolMoon: false, citizens: 23, action: Sleeping....
Day: 19.Oct.1654, FoolMoon: false, citizens: 22, action: Shirl Zemlak (Vampire) go out from village
Day: 20.Oct.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 21.Oct.1654, FoolMoon: false, citizens: 22, action: Fidel Farrell (Vampire) drink tea with Richard Hyatt (Vampire)
Day: 22.Oct.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 23.Oct.1654, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 24.Oct.1654, FoolMoon: false, citizens: 21, action: Latia Walker (Vampire) go out from village
Day: 25.Oct.1654, FoolMoon: false, citizens: 20, action: Taryn Miller (Vampire) go out from village
Day: 26.Oct.1654, FoolMoon: false, citizens: 19, action: Josef Bauch (Peasant) go out from village
Day: 27.Oct.1654, FoolMoon: false, citizens: 18, action: Adolfo Abbott (Werewolf) go out from village
Day: 28.Oct.1654, FoolMoon: false, citizens: 19, action: Myung Prohaska (Vampire) come to village
Day: 29.Oct.1654, FoolMoon: false, citizens: 20, action: Avis Schowalter (Werewolf) come to village
Day: 30.Oct.1654, FoolMoon: false, citizens: 20, action: German Kessler (Peasant) drink tea with Heriberto Stiedemann (Vampire)
Day: 31.Oct.1654, FoolMoon: true, citizens: 20, action: Sleeping....
Day: 1.Nov.1654, FoolMoon: false, citizens: 19, action: Giuseppe Von (Witch) go out from village
Day: 2.Nov.1654, FoolMoon: false, citizens: 19, action: Fidel Farrell (Vampire) drink tea with Fidel Farrell (Vampire)
Day: 3.Nov.1654, FoolMoon: false, citizens: 18, action: Richard Hyatt (Vampire) go out from village
Day: 4.Nov.1654, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 5.Nov.1654, FoolMoon: false, citizens: 17, action: Crysta Osinski (Vampire) go out from village
Day: 6.Nov.1654, FoolMoon: false, citizens: 18, action: Ula D'Amore (Witch) come to village
Day: 7.Nov.1654, FoolMoon: false, citizens: 19, action: Rolando Marks (Vampire) come to village
Day: 8.Nov.1654, FoolMoon: false, citizens: 19, action: Avis Schowalter (Werewolf) drink tea with Christina Hoeger (Witch)
Day: 9.Nov.1654, FoolMoon: false, citizens: 18, action: German Kessler (Peasant) go out from village
Day: 10.Nov.1654, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 11.Nov.1654, FoolMoon: false, citizens: 19, action: Angeline Sanford (Werewolf) come to village
Day: 12.Nov.1654, FoolMoon: false, citizens: 19, action: Alma MacGyver (Peasant) drink tea with Melvin Conroy (Peasant)
Day: 13.Nov.1654, FoolMoon: false, citizens: 18, action: MurderException Lise Abbott (Peasant) has been killed byChristina Hoeger (Witch)
Day: 14.Nov.1654, FoolMoon: false, citizens: 17, action: Titus Johnson (Peasant) go out from village
Day: 15.Nov.1654, FoolMoon: false, citizens: 18, action: Gilberto Krajcik (Witch) come to village
Day: 16.Nov.1654, FoolMoon: false, citizens: 18, action: Cheryle Donnelly (Vampire) drink tea with Alma MacGyver (Peasant)
Day: 17.Nov.1654, FoolMoon: false, citizens: 17, action: Rickie Waelchi (Werewolf) go out from village
Day: 18.Nov.1654, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 19.Nov.1654, FoolMoon: false, citizens: 18, action: Georgeanna Ullrich (Vampire) come to village
Day: 20.Nov.1654, FoolMoon: false, citizens: 18, action: Melvin Conroy (Peasant) drink tea with Myung Prohaska (Vampire)
Day: 21.Nov.1654, FoolMoon: false, citizens: 18, action: DawnException Danilo Schuster (Vampire) disappeared from the village
Day: 22.Nov.1654, FoolMoon: false, citizens: 19, action: Kristan Kiehn (Vampire) come to village
Day: 23.Nov.1654, FoolMoon: false, citizens: 20, action: Oliver Dietrich (Witch) come to village
Day: 24.Nov.1654, FoolMoon: false, citizens: 20, action: MurderException Oliver Dietrich (Witch) turned into a vampire by Kristan Kiehn (Vampire)
Day: 25.Nov.1654, FoolMoon: false, citizens: 21, action: Abe Schinner (Witch) come to village
Day: 26.Nov.1654, FoolMoon: false, citizens: 20, action: Danilo Schuster (Vampire) go out from village
Day: 27.Nov.1654, FoolMoon: false, citizens: 19, action: Myung Prohaska (Vampire) go out from village
Day: 28.Nov.1654, FoolMoon: true, citizens: 18, action: Harold Thompson (Witch) go out from village
Day: 29.Nov.1654, FoolMoon: false, citizens: 17, action: Cheryle Donnelly (Vampire) go out from village
Day: 30.Nov.1654, FoolMoon: false, citizens: 17, action: Fidel Farrell (Vampire) drink tea with Avis Schowalter (Werewolf)
Day: 1.Dec.1654, FoolMoon: false, citizens: 16, action: Fidel Farrell (Vampire) go out from village
Day: 2.Dec.1654, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 3.Dec.1654, FoolMoon: false, citizens: 15, action: Reyes Jacobs (Vampire) go out from village
Day: 4.Dec.1654, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 5.Dec.1654, FoolMoon: false, citizens: 16, action: Delorse Mueller (Werewolf) come to village
Day: 6.Dec.1654, FoolMoon: false, citizens: 16, action: Georgeanna Ullrich (Vampire) drink tea with Avis Schowalter (Werewolf)
Day: 7.Dec.1654, FoolMoon: false, citizens: 15, action: Georgeanna Ullrich (Vampire) go out from village
